NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR
RSA,1920,7,25,39,11,South Africa,3,4,3,10,Belgium,0.3,0,0,0,18,0.0010799784004319,0.0228310502283105,0.3,9.5,0.28,0.2564102564102564,0.5714285714285714,0.979381443298969,1.809523809523809,0.1071428571428571,0.9130434782608696,7.211156729870075,7.500986688447153,-0.020618556701030966
SUI,1920,13,25,77,13,Switzerland,2,2,7,11,Belgium,0.1818181818181818,0,0,0,26,0.0015599688006239,0.0251141552511415,0.1818181818181818,8.636363636363637,0.52,0.1428571428571428,0.3,1.0,2.0,0.2648809523809524,1.0,15.317801687417948,7.805544226214213,0.0
SWE,1920,18,25,256,2,Sweden,19,20,25,64,Belgium,0.296875,1,0,0,155,0.0092998140037199,0.1461187214611872,0.296875,1.484375,0.72,0.25,0.0,0.943069306930693,2.0,0.0476190476190476,1.0,24.60292794808651,57.38805664623299,-0.003709404553900786
TCH,1920,13,25,119,21,Czechoslovakia,0,0,2,2,Belgium,0.0,0,0,0,2,0.0001199976000479,0.0045662100456621,0.0,47.5,0.52,0.0168067226890756,0.0,0.9945054945054944,1.4285714285714284,0.000595238095238,0.7777777777777778,12.32334911344836,-0.0906124309892015,
USA,1920,18,25,285,1,United States,41,27,27,95,Belgium,0.431578947368421,0,0,0,505,0.0302993940121197,0.2168949771689497,0.431578947368421,1.0,0.72,0.3333333333333333,0.0,0.9534883720930232,2.0,0.0,1.0,25.482972135268746,81.72089236852878,-0.04651162790697683
ARG,1924,11,20,77,16,Argentina,1,3,2,6,France,0.1666666666666666,0,0,0,6,0.0003599928001439,0.0158730158730158,0.1666666666666666,16.5,0.55,0.0779220779220779,0.0,1.0,1.6923076923076923,0.075985347985348,0.8666666666666667,15.762825673400526,4.617974770720699,
AUS,1924,9,20,36,11,Australia,3,1,2,6,France,0.5,0,0,0,20,0.0011999760004799,0.0158730158730158,0.5,16.5,0.45,0.1666666666666666,-0.3125,0.9833333333333332,1.9230769230769231,0.15003663003663,0.9629629629629628,13.454912817864116,4.51557293032818,0.08678160919540212
AUT,1924,8,20,49,20,Austria,0,3,1,4,France,0.0,0,0,0,23,0.0013799724005519,0.0105820105820105,0.0,24.75,0.4,0.0816326530612244,0.1764705882352941,0.9464285714285714,1.4615384615384617,0.0027972027972027,0.7878787878787878,9.571892287259448,1.9524183418267815,0.022186147186147198
BEL,1924,17,20,172,10,Belgium,3,7,3,13,France,0.2307692307692307,1,0,0,80,0.0047999040019199,0.0343915343915343,0.2307692307692307,7.615384615384615,0.85,0.0755813953488372,1.0,0.9572649572649572,1.9230769230769231,0.15003663003663,0.9629629629629628,25.787196016227718,11.900483157439218,-0.007986007986008015
CAN,1924,8,20,65,20,Canada,0,3,1,4,France,0.0,0,0,0,45,0.0026999460010799,0.0105820105820105,0.0,24.75,0.4,0.0615384615384615,0.6666666666666666,1.0,1.4615384615384617,0.0027972027972027,0.7878787878787878,8.645394206272092,3.0075563723643843,0.0
DEN,1924,13,20,89,12,Denmark,2,5,2,9,France,0.2222222222222222,0,0,0,51,0.0030599388012239,0.0238095238095238,0.2222222222222222,11.0,0.65,0.1011235955056179,0.2,0.879746835443038,1.8461538461538465,0.1134125874125873,0.9285714285714286,19.685983896813458,7.588919249363149,-0.09179788000411637
EST,1924,5,20,37,17,Estonia,1,1,4,6,France,0.1666666666666666,0,0,0,9,0.0005399892002159,0.0158730158730158,0.1666666666666666,16.5,0.25,0.1621621621621621,0.2142857142857142,1.0,1.6923076923076923,0.075985347985348,0.8666666666666667,5.282039314413998,4.516546424902112,0.0
FIN,1924,12,20,121,2,Finland,14,13,10,37,France,0.3783783783783784,0,0,0,102,0.0061198776024479,0.0978835978835978,0.3783783783783784,2.675675675675676,0.6,0.3057851239669421,-0.3333333333333333,1.0,2.0,0.0384615384615384,1.0,21.18718276041545,32.60323887696305,0.007352941176470562
FRA,1924,20,20,401,3,France,13,15,10,38,France,0.3421052631578947,0,0,1,227,0.0136197276054478,0.1005291005291005,0.3421052631578947,2.6052631578947367,1.0,0.0947630922693266,-0.625,0.9213836477987422,2.0,0.0738461538461538,1.0,34.16351957337145,38.05096305434924,-0.045430511493293246
GBR,1924,18,20,267,4,Great Britain,9,13,12,34,France,0.2647058823529412,0,0,0,303,0.0181796364072718,0.0899470899470899,0.2647058823529412,2.911764705882353,0.9,0.1273408239700374,0.0,0.9088785046728972,2.0,0.1061538461538461,1.0,29.885144323618423,34.36690921853846,-0.0012664228633347818
HAI,1924,2,20,8,23,Haiti,0,0,1,1,France,0.0,0,0,0,1,5.999880002399952e-05,0.0026455026455026,0.0,99.0,0.1,0.125,0.0,1.0,1.4615384615384617,0.0027972027972027,0.7878787878787878,-4.850624161196108,-0.3601374920512781,
HUN,1924,12,20,89,13,Hungary,2,3,4,9,France,0.2222222222222222,0,0,0,41,0.0024599508009839,0.0238095238095238,0.2222222222222222,11.0,0.6,0.1011235955056179,0.4444444444444444,0.9714285714285714,1.8461538461538465,0.1134125874125873,0.9285714285714286,17.488522594856992,7.45988138578015,-0.02857142857142858
ITA,1924,18,20,199,5,Italy,8,3,5,16,France,0.5,0,0,0,54,0.0032399352012959,0.0423280423280423,0.5,6.1875,0.9,0.0804020100502512,-0.2857142857142857,0.978978978978979,2.0,0.1353846153846153,1.0,29.643807920115787,12.843473708107974,-0.01414816878734404
JPN,1924,4,20,19,23,Japan,0,0,1,1,France,0.0,0,0,0,3,0.0001799964000719,0.0026455026455026,0.0,99.0,0.2,0.0526315789473684,0.3529411764705882,1.0,1.4615384615384617,0.0027972027972027,0.7878787878787878,-2.4344844127298457,-0.3437282949269095,0.0
NED,1924,17,20,177,9,Netherlands,4,1,5,10,France,0.4,0,1,0,31,0.0018599628007439,0.0264550264550264,0.4,9.9,0.85,0.0564971751412429,0.0,0.9390243902439024,1.9230769230769231,0.1298461538461537,0.9629629629629628,26.93600104560747,7.967412244682546,-0.056280774075346374
NOR,1924,10,20,62,7,Norway,5,2,3,10,France,0.5,0,0,0,66,0.0039599208015839,0.0264550264550264,0.5,9.9,0.5,0.1612903225806451,0.1666666666666666,0.961904761904762,2.0,0.1856410256410256,1.0,14.897634508054484,9.75146202539733,-0.015623327982878354
NZL,1924,3,20,4,23,New Zealand,0,0,1,1,France,0.0,0,0,0,2,0.0001199976000479,0.0026455026455026,0.0,99.0,0.15,0.25,0.0454545454545454,0.6666666666666666,1.4615384615384617,0.0027972027972027,0.7878787878787878,-1.7994348206750408,-0.3641364933692156,0.0
POL,1924,10,20,65,22,Poland,0,1,1,2,France,0.0,0,0,0,2,0.0001199976000479,0.0052910052910052,0.0,49.5,0.5,0.0307692307692307,0.0,0.99,1.4615384615384617,0.0027972027972027,0.7878787878787878,11.620723781131089,0.2076523035239461,
POR,1924,8,20,28,23,Portugal,0,0,1,1,France,0.0,0,0,0,1,5.999880002399952e-05,0.0026455026455026,0.0,99.0,0.4,0.0357142857142857,0.0,1.0,1.4615384615384617,0.0027972027972027,0.7878787878787878,5.2634304762712425,-0.35357482944148,
ROU,1924,4,20,35,23,Romania,0,0,1,1,France,0.0,0,0,0,1,5.999880002399952e-05,0.0026455026455026,0.0,99.0,0.2,0.0285714285714285,0.0,1.0,1.4615384615384617,0.0027972027972027,0.7878787878787878,-2.1619224783426247,-0.3259328972317237,
RSA,1924,7,20,30,18,South Africa,1,1,1,3,France,0.3333333333333333,0,0,0,21,0.0012599748005039,0.0079365079365079,0.3333333333333333,33.0,0.35,0.1,0.6363636363636364,1.0,1.6923076923076923,0.075985347985348,0.8666666666666667,6.790428530529581,2.1512193180888453,0.020618556701030966
SUI,1924,17,20,141,6,Switzerland,7,8,10,25,France,0.28,0,0,0,51,0.0030599388012239,0.0661375661375661,0.28,3.96,0.85,0.1773049645390071,-0.5384615384615384,0.9809160305343512,2.0,0.1615384615384615,1.0,29.292564833889504,22.41732168631127,-0.01908396946564883
SWE,1924,15,20,157,8,Sweden,4,13,12,29,France,0.1379310344827586,0,0,0,184,0.0110397792044159,0.0767195767195767,0.1379310344827586,3.413793103448276,0.75,0.1847133757961783,3.0,0.8984375,1.9230769230769231,0.1298461538461537,0.9629629629629628,20.51983936661764,27.86681616888812,-0.04463180693069302
TCH,1924,16,20,133,15,Czechoslovakia,1,4,5,10,France,0.1,0,0,0,12,0.0007199856002879,0.0264550264550264,0.1,9.9,0.8,0.075187969924812,-0.2857142857142857,0.9834710743801652,1.6923076923076923,0.075985347985348,0.8666666666666667,25.70942475411485,7.36652998704869,-0.01103442012532918
URU,1924,4,20,26,19,Uruguay,1,0,0,1,France,1.0,0,0,0,1,5.999880002399952e-05,0.0026455026455026,1.0,99.0,0.2,0.0384615384615384,0.0,1.0,1.6923076923076923,0.075985347985348,0.8666666666666667,-2.060650245924152,0.4149119532432748,
USA,1924,18,20,297,1,United States,45,27,27,99,France,0.4545454545454545,0,0,0,604,0.0362392752144957,0.2619047619047619,0.4545454545454545,1.0,0.9,0.3333333333333333,0.0,0.9237472766884532,2.0,0.0,1.0,32.09996284334922,100.67251276385169,-0.02974109540456993
YUG,1924,9,20,42,14,Yugoslavia,2,0,0,2,France,1.0,0,0,0,2,0.0001199976000479,0.0052910052910052,1.0,49.5,0.45,0.0476190476190476,0.0,1.0,1.8461538461538465,0.1134125874125873,0.9285714285714286,9.955208684117984,1.4158649443842355,
ARG,1928,12,17,81,12,Argentina,3,3,1,7,Netherlands,0.4285714285714285,0,0,0,13,0.0007799844003119,0.0213414634146341,0.4285714285714285,8.0,0.7058823529411765,0.0864197530864197,-0.25,1.0,1.9375,0.1436879652605458,0.9696969696969696,22.41691787384084,2.5994894707476286,0.0
AUS,1928,6,17,18,19,Australia,1,2,1,4,Netherlands,0.25,0,0,0,24,0.0014399712005759,0.0121951219512195,0.25,14.0,0.3529411764705882,0.2222222222222222,0.7272727272727273,0.7586206896551724,1.4375,0.017664627039627,0.7804878048780488,9.064988494961112,2.795764843860685,-0.2247126436781608
AUT,1928,13,17,73,18,Austria,2,0,1,3,Netherlands,0.6666666666666666,0,0,0,26,0.0015599688006239,0.0091463414634146,0.6666666666666666,18.666666666666668,0.7647058823529411,0.0410958904109589,-0.1,0.9469026548672568,1.75,0.0757095726853791,0.8888888888888888,23.30600642406932,2.5891896537038166,0.00047408343868537983
BEL,1928,15,17,187,29,Belgium,0,1,2,3,Netherlands,0.0,0,0,0,83,0.0049799004019919,0.0091463414634146,0.0,18.666666666666668,0.8823529411764706,0.0160427807486631,1.9,0.9384615384615383,1.75,0.0109054252199413,0.8888888888888888,24.433685835505965,2.5957694705039573,-0.018803418803418848
CAN,1928,8,17,69,10,Canada,4,4,7,15,Netherlands,0.2666666666666666,0,0,0,60,0.0035999280014399,0.0457317073170731,0.2666666666666666,3.733333333333333,0.4705882352941176,0.217391304347826,-0.5,0.8938053097345132,1.9375,0.1239439324116744,0.9696969696969696,15.71141949493267,14.7611588853678,-0.10619469026548678
CHI,1928,6,17,38,30,Chile,0,1,0,1,Netherlands,0.0,0,0,0,1,5.999880002399952e-05,0.0030487804878048,0.0,56.0,0.3529411764705882,0.0263157894736842,0.0,1.0,1.75,0.0109054252199413,0.8888888888888888,5.810359210261624,-1.1099905961906966,
DEN,1928,14,17,91,13,Denmark,3,1,2,6,Netherlands,0.5,0,0,0,57,0.0034199316013679,0.0182926829268292,0.5,9.333333333333334,0.8235294117647058,0.0659340659340659,0.0833333333333333,0.9016393442622952,1.9375,0.1436879652605458,0.9696969696969696,25.96829339369876,5.899911321101947,0.021892508819257195
EGY,1928,5,17,32,17,Egypt,2,1,1,4,Netherlands,0.5,0,0,0,4,0.0002399952000959,0.0121951219512195,0.5,14.0,0.2941176470588235,0.125,0.0,1.0,1.75,0.0757095726853791,0.8888888888888888,6.976356212920117,2.9871271013628764,
ESP,1928,10,17,80,24,Spain,1,0,0,1,Netherlands,1.0,0,0,0,4,0.0002399952000959,0.0030487804878048,1.0,56.0,0.5882352941176471,0.0125,0.4117647058823529,1.0,1.4375,0.017664627039627,0.7804878048780488,13.71312962000884,0.5136647466609574,0.0
EST,1928,5,17,20,16,Estonia,2,1,2,5,Netherlands,0.4,0,0,0,14,0.0008399832003359,0.0152439024390243,0.4,11.2,0.2941176470588235,0.25,-0.0588235294117647,1.0,1.75,0.0757095726853791,0.8888888888888888,8.497340729267151,4.149911969970711,0.0
FIN,1928,11,17,69,3,Finland,8,8,9,25,Netherlands,0.32,0,0,0,127,0.0076198476030479,0.0762195121951219,0.32,2.24,0.6470588235294118,0.3623188405797101,0.5,0.9848484848484848,2.0,0.0625,1.0,22.294794541234896,25.297595858924485,-0.015151515151515249
FRA,1928,17,17,255,7,France,6,10,5,21,Netherlands,0.2857142857142857,1,0,0,248,0.0148797024059518,0.0640243902439024,0.2857142857142857,2.6666666666666665,1.0,0.0823529411764705,1.3333333333333333,0.8720379146919431,1.9375,0.1028225806451612,0.9696969696969696,31.153703190254163,23.9985211667538,-0.04934573310679902
GBR,1928,14,17,231,11,Great Britain,3,10,7,20,Netherlands,0.15,0,0,0,323,0.0193796124077518,0.0609756097560975,0.15,2.8,0.8235294117647058,0.0865800865800865,1.75,0.8926553672316384,2.0,0.017664627039627,1.0,24.08975602346504,24.27766585060992,-0.016223137441258806
GBR,1928,14,17,231,24,Ireland,1,0,0,1,Netherlands,1.0,0,0,0,324,0.0194396112077758,0.0030487804878048,1.0,56.0,0.8235294117647058,0.0043290043290043,1.181818181818182,0.8926553672316384,2.0,0.017664627039627,1.0,21.146906882572065,5.8314629058821374,0.0
GER,1928,16,17,293,2,Germany,10,7,14,31,Netherlands,0.3225806451612903,0,0,0,106,0.0063598728025439,0.0945121951219512,0.3225806451612903,1.806451612903225,0.9411764705882352,0.1058020477815699,-0.6666666666666666,0.8897243107769424,2.0,0.03125,1.0,32.21948830790745,24.566448171265407,-0.07822440717177559
HAI,1928,1,17,2,30,Haiti,0,1,0,1,Netherlands,0.0,0,0,0,2,0.0001199976000479,0.0030487804878048,0.0,56.0,0.0588235294117647,0.5,0.3043478260869565,1.0,1.75,0.0109054252199413,0.8888888888888888,-0.5987948655547757,-0.1514091152881134,0.0
HUN,1928,12,17,109,9,Hungary,4,5,0,9,Netherlands,0.4444444444444444,0,0,0,50,0.0029999400011999,0.0274390243902439,0.4444444444444444,6.222222222222222,0.7058823529411765,0.0825688073394495,-0.3076923076923077,0.9269406392694064,1.9375,0.1239439324116744,0.9696969696969696,22.560423179527792,8.137694950351964,-0.04448793215916502
IND,1928,2,17,21,24,India,1,0,0,1,Netherlands,1.0,0,0,0,3,0.0001799964000719,0.0030487804878048,1.0,56.0,0.1176470588235294,0.0476190476190476,0.2631578947368421,1.0,1.4375,0.017664627039627,0.7804878048780488,-3.0080846928457725,-3.047624259078833,0.0
IRL,1928,6,17,38,24,Ireland,1,0,0,1,Netherlands,1.0,0,0,0,1,5.999880002399952e-05,0.0030487804878048,1.0,56.0,0.3529411764705882,0.0263157894736842,0.0,0.8409090909090909,1.4375,0.017664627039627,0.7804878048780488,5.810359210261624,0.2576630292439694,
ITA,1928,15,17,174,5,Italy,7,5,7,19,Netherlands,0.3684210526315789,0,0,0,73,0.0043799124017519,0.0579268292682926,0.3684210526315789,2.9473684210526314,0.8823529411764706,0.1091954022988505,0.0,0.9230769230769232,1.875,0.0414986559139784,0.9411764705882352,29.048650289734653,17.22216781832566,-0.05590205590205577
JPN,1928,7,17,40,15,Japan,2,2,1,5,Netherlands,0.4,0,0,0,8,0.0004799904001919,0.0152439024390243,0.4,11.2,0.4117647058823529,0.125,-0.3478260869565217,0.9642857142857144,1.75,0.0757095726853791,0.8888888888888888,11.967125188278688,3.879810432767947,-0.03571428571428559
NED,1928,17,17,266,8,Netherlands,6,9,4,19,Netherlands,0.3157894736842105,0,0,1,50,0.0029999400011999,0.0579268292682926,0.3157894736842105,2.9473684210526314,1.0,0.0714285714285714,-0.1111111111111111,0.8567708333333334,1.9375,0.1028225806451612,0.9696969696969696,33.150125410702515,16.496699437380105,-0.08225355691056901
NOR,1928,9,17,52,19,Norway,1,2,1,4,Netherlands,0.25,0,0,0,70,0.0041999160016799,0.0121951219512195,0.25,14.0,0.5294117647058824,0.0769230769230769,1.7142857142857142,1.0,1.4375,0.017664627039627,0.7804878048780488,12.613195761933564,3.894282915115712,0.03809523809523796
NZL,1928,3,17,9,24,New Zealand,1,0,0,1,Netherlands,1.0,0,0,0,3,0.0001799964000719,0.0030487804878048,1.0,56.0,0.1764705882352941,0.1111111111111111,0.0434782608695652,0.6153846153846154,1.4375,0.017664627039627,0.7804878048780488,0.1274697561090279,0.3217636247302651,-0.05128205128205121
PHI,1928,2,17,4,32,Philippines,0,0,1,1,Netherlands,0.0,0,0,0,1,5.999880002399952e-05,0.0030487804878048,0.0,56.0,0.1176470588235294,0.25,0.0,1.0,1.75,0.0109054252199413,0.8888888888888888,-0.5488319110910558,-0.1649079515226597,
POL,1928,11,17,93,21,Poland,1,1,3,5,Netherlands,0.2,0,0,0,7,0.0004199916001679,0.0152439024390243,0.2,11.2,0.6470588235294118,0.053763440860215,-0.0454545454545454,0.9041095890410958,1.4375,0.017664627039627,0.7804878048780488,19.44276290269967,3.3380953176625328,-0.08589041095890415
POR,1928,8,17,31,32,Portugal,0,0,1,1,Netherlands,0.0,0,0,0,2,0.0001199976000479,0.0030487804878048,0.0,56.0,0.4705882352941176,0.032258064516129,0.391304347826087,1.0,1.75,0.0109054252199413,0.8888888888888888,9.620699695832124,-0.1232419399645712,0.0
RSA,1928,7,17,24,23,South Africa,1,0,2,3,Netherlands,0.3333333333333333,0,0,0,24,0.0014399712005759,0.0091463414634146,0.3333333333333333,18.666666666666668,0.4117647058823529,0.125,0.2777777777777778,0.7,1.4375,0.017664627039627,0.7804878048780488,10.635222539907064,2.3480548876576943,-0.30000000000000004
SUI,1928,15,17,133,6,Switzerland,7,4,4,15,Netherlands,0.4666666666666667,0,0,0,66,0.0039599208015839,0.0457317073170731,0.4666666666666667,3.733333333333333,0.8823529411764706,0.112781954887218,0.0,0.9957627118644068,1.875,0.0414986559139784,0.9411764705882352,29.041999575226463,14.54697335835889,0.014846681330055622
SWE,1928,11,17,100,4,Sweden,7,6,12,25,Netherlands,0.28,0,0,0,209,0.0125397492050159,0.0762195121951219,0.28,2.24,0.6470588235294118,0.25,-0.5,0.8705035971223022,1.875,0.0414986559139784,0.9411764705882352,22.614984718552236,26.67143238568766,-0.027933902877697814
TCH,1928,14,17,69,14,Czechoslovakia,2,5,2,9,Netherlands,0.2222222222222222,0,0,0,21,0.0012599748005039,0.0274390243902439,0.2222222222222222,6.222222222222222,0.8235294117647058,0.1304347826086956,-0.0666666666666666,0.9931972789115646,1.75,0.0757095726853791,0.8888888888888888,27.02100759196665,7.659206794877429,0.009726204531399385
URU,1928,1,17,17,24,Uruguay,1,0,0,1,Netherlands,1.0,0,0,0,2,0.0001199976000479,0.0030487804878048,1.0,56.0,0.0588235294117647,0.0588235294117647,0.2631578947368421,1.0,1.4375,0.017664627039627,0.7804878048780488,-5.055768887517809,0.2922958634646981,0.0
USA,1928,15,17,277,1,United States,22,18,16,56,Netherlands,0.3928571428571428,0,1,0,660,0.0395992080158396,0.1707317073170731,0.3928571428571428,1.0,0.8823529411764706,0.2021660649819494,0.0,0.8732394366197183,2.0,0.0,1.0,30.10811849763435,70.17077714322396,-0.05050784006873499
YUG,1928,6,17,34,21,Yugoslavia,1,1,3,5,Netherlands,0.2,0,0,0,7,0.0004199916001679,0.0152439024390243,0.2,11.2,0.3529411764705882,0.1470588235294117,0.5,1.0,1.4375,0.017664627039627,0.7804878048780488,8.784022261077702,4.003588082133951,0.0
ARG,1932,7,18,33,12,Argentina,3,1,0,4,United States,0.75,0,0,0,17,0.0010199796004079,0.010752688172043,0.75,27.5,0.3888888888888889,0.1212121212121212,0.0,1.0,1.851851851851852,0.1016144349477682,0.9310344827586208,9.67641778255321,3.2960786700363016,0.0
AUS,1932,6,18,13,11,Australia,3,1,1,5,United States,0.6,0,0,0,29,0.0017399652006959,0.0134408602150537,0.6,22.0,0.3333333333333333,0.3846153846153846,-0.4210526315789473,0.75,1.851851851851852,0.1016144349477682,0.9310344827586208,11.253932211136236,4.729551141834492,-0.008620689655172376
AUT,1932,7,18,19,18,Austria,1,1,3,5,United States,0.2,0,0,0,31,0.0018599628007439,0.0134408602150537,0.2,22.0,0.3888888888888889,0.2631578947368421,0.0,0.9090909090909092,1.851851851851852,0.1415004748338081,0.9310344827586208,11.433442666586718,4.211901987165147,-0.037811745776347605
BEL,1932,2,18,36,26,Belgium,0,0,1,1,United States,0.0,0,0,0,84,0.0050398992020159,0.0026881720430107,0.0,110.0,0.1111111111111111,0.0277777777777777,-0.1034482758620689,0.6376811594202898,1.4074074074074074,0.0006105006105006,0.7714285714285715,-5.892670174651652,1.4631345535259408,-0.30078037904124855
CAN,1932,10,18,102,13,Canada,2,5,9,16,United States,0.125,0,0,0,76,0.0045599088018239,0.043010752688172,0.125,6.875,0.5555555555555556,0.1568627450980392,0.3,0.8638743455497382,1.7777777777777777,0.064997964997965,0.9,16.865482175206747,14.773188074439176,-0.029930964184775033
DEN,1932,9,18,43,20,Denmark,0,5,3,8,United States,0.0,0,0,0,65,0.0038999220015599,0.021505376344086,0.0,13.75,0.5,0.1860465116279069,0.5384615384615384,0.7659574468085106,1.4074074074074074,0.0006105006105006,0.7714285714285715,14.392003958944876,6.810356739807229,-0.13568189745378456
ESP,1932,3,18,7,26,Spain,0,0,1,1,United States,0.0,0,0,0,5,0.0002999940001199,0.0026881720430107,0.0,110.0,0.1666666666666666,0.1428571428571428,0.0833333333333333,1.0,1.4074074074074074,0.0006105006105006,0.7714285714285715,-2.946631668926795,-0.8000012580767866,0.0
FIN,1932,5,18,40,8,Finland,5,8,12,25,United States,0.2,0,0,0,152,0.0091198176036479,0.0672043010752688,0.2,4.4,0.2777777777777778,0.625,1.6666666666666667,1.0,1.9259259259259256,0.1139601139601139,0.9642857142857144,9.57485614324104,24.57117863157559,0.015151515151515249
FRA,1932,13,18,103,3,France,11,5,4,20,United States,0.55,0,0,0,268,0.0160796784064318,0.053763440860215,0.55,5.5,0.7222222222222222,0.1941747572815534,-0.5714285714285714,0.9308176100628932,2.0,0.0712250712250712,1.0,24.73154235812667,22.86620003118233,0.05877969537095007
